audio_path,transcripts,tag
segments_16k/d5iQZPwd45E_00016708_00017714.wav,phía sau núi như vậy thì không sợ ai làm phiền tụi mình chơi nữa lấy mười lăm bộ phận của con robot ra đi được thôi nguyên đấu này luôn hả nhiều thiệt,Yes
segments_16k/d5iQZPwd45E_00019164_00021936.wav,nhớ phải xếp cho cẩn thận nha lắp ráp theo đúng bạn hướng dẫn đó mình biết rồi còn các bản mạch bên trong nữa không cẩn thận một chút là khỏi hoạt động luôn biết rồi biết rồi mà với mấy bộ phận cậu đang gắn không khác gì bộ phận thần kinh của chúng đâu nhớ cẩn thận mình mình biết rồi mà tóm lại là phải cẩn thận,No
segments_16k/d5iQZPwd45E_00031832_00032150.wav,hay cậu làm bài tập về nhà trước đi rồi hẵng ráp được không,Yes
segments_16k/d5iQZPwd45E_00055932_00056248.wav,nghĩ sao mà mình có thể thua một tên người máy cổ lỗ sĩ như vậy được,Yes
segments_16k/d5iQZPwd45E_00064534_00064674.wav,đại nổi loạn,Yes
segments_16k/d5iQZPwd45E_00079422_00079736.wav,một mình cậu lắp ráp xong con robot titanic đó thiệt hả,Yes
segments_16k/d5iQZPwd45E_00084874_00085044.wav,sao nó vẫn hoạt động được vậy nè,Yes
segments_16k/d5iQZPwd45E_00089344_00089624.wav,cậu không phải thường xuyên không làm bài tập về nhà hay sao,Yes
segments_16k/d5iQZPwd45E_00090566_00090702.wav,hình như đằng kia có người bị nạn,Yes
segments_16k/d5iQZPwd45E_00091302_00091498.wav,chúng ta phải mau tới đó cứu bọn nhỏ thôi,Yes
segments_16k/d5iQZPwd45E_00094242_00094396.wav,mấy đứa có sao không vậy,Yes
segments_16k/d5iQZPwd45E_00097270_00097510.wav,người máy này sẽ chở các em về đến tận nhà luôn,Yes
segments_16k/d5iQZPwd45E_00101276_00101390.wav,không có gì đánh bại,Yes
segments_16k/d5iQZPwd45E_00103322_00103535.wav,rốt cuộc là cậu muốn làm cái gì chứ,Yes
segments_16k/d5iQZPwd45E_00108818_00108928.wav,nói thật vậy sao,Yes
segments_16k/d5iQZPwd45E_00112500_00112682.wav,nhìn ngón tay của người máy kìa,Yes
segments_16k/d5iQZPwd45E_00116094_00116390.wav,có lẽ những điều lúc nãy cậu nói đều là sự thật,Yes
segments_16k/d5iQZPwd45E_00116690_00116914.wav,thì titanic nó không thể dừng lại được,Yes
segments_16k/CpfBvcwe4NA_00019918_00020106.wav,nhiêu đây người chắc đủ rồi ha,Yes
segments_16k/CpfBvcwe4NA_00058938_00060272.wav,thưa mẹ con mới về sao có nhiều bản sao của mẹ dữ vậy nè con để mình làm mọi thứ trở lại như con lại giấu bài kiểm tra bị không điểm vào trong ngăn tủ nữa,Yes
segments_16k/CpfBvcwe4NA_00101112_00101440.wav,cái ông đó nói muốn quay video bài hát cho Jaian thật kỳ lạ,Yes
segments_16k/CpfBvcwe4NA_00109744_00110014.wav,chúng ta có thể đi theo mùi của phó hiệu trưởng hồi nãy đó,Yes
segments_16k/CpfBvcwe4NA_00154160_00154472.wav,trò chơi sẽ niêm phong hoàn toàn khu vực mà những người chơi đang,Yes
segments_16k/CpfBvcwe4NA_00223623_00223867.wav,thì sẽ đọc được suy nghĩ của mọi người luôn đó,Yes
segments_16k/CpfBvcwe4NA_00223867_00224136.wav,nhưng mà chỉ trong phạm vi ba mươi mét thôi nha,Yes
segments_16k/CpfBvcwe4NA_00253764_00254016.wav,nếu mà cứ như vậy thì sẽ càng có thêm nhiều nạn nhân khác,Yes
segments_16k/CpfBvcwe4NA_00254016_00254216.wav,chúng ta nhất định phải lấy lại cái nón,Yes
segments_16k/CpfBvcwe4NA_00254498_00254736.wav,trong thời gian đó cậu hãy lẻn ra phía sau của Jaian,Yes
segments_16k/CpfBvcwe4NA_00258216_00258394.wav,mau trả cái nón mang lại cho mình đi,Yes
segments_16k/CpfBvcwe4NA_00260376_00260480.wav,à trong một tam giác,Yes
segments_16k/CpfBvcwe4NA_00260480_00260592.wav,hai góc để bằng,Yes
segments_16k/CpfBvcwe4NA_00278138_00278426.wav,chẳng qua là vì cậu ấy không điều khiển được hành động của mình,Yes
segments_16k/CpfBvcwe4NA_00293054_00293276.wav,cậu hãy mau cầm giúp mình một tay đi,Yes
segments_16k/CpfBvcwe4NA_00294260_00294512.wav,bảo bối này sẽ đưa cả nhà chúng ta đi vô lịch,Yes
segments_16k/CpfBvcwe4NA_00300386_00300622.wav,Nobita cậu nhớ nhà mình ở chỗ nào,Yes
segments_16k/CpfBvcwe4NA_00308512_00308710.wav,sự chờ đợi này đáng lắm,Yes
segments_16k/CpfBvcwe4NA_00324282_00324458.wav,giúp mình cầm lấy một chút đi,Yes
